Onset,Offset
506.472,506.537
506.612,506.689
506.761,506.839
506.925,507.011
507.075,507.147
507.216,507.279
507.354,507.425
507.494,507.555
507.63,507.7
507.783,507.807
508.511,508.578
508.633,508.71
508.773,508.859
508.868,508.886
508.935,509.023
509.029,509.102
509.135,509.208
509.215,509.243
509.308,509.404
509.405,509.452
509.486,509.614
509.659,509.736
509.759,509.803
509.832,509.915
509.926,509.981
510.017,510.138
510.19,510.294
510.296,510.359
510.376,510.475
510.503,510.541
510.552,510.663
510.733,510.807
510.874,510.948
511.018,511.09
511.157,511.238
511.309,511.385
511.461,511.54
511.598,511.677
511.757,511.832
511.896,511.961
512.031,512.101
512.17,512.249
512.318,512.415
512.487,512.604
512.671,512.782
512.869,512.96
513.027,513.108
513.2,513.299
513.369,513.444
513.514,513.591
513.656,513.746
513.8,513.875
513.944,514.017
514.09,514.182
514.234,514.315
514.371,514.444
514.51,514.572
514.784,514.854
514.919,514.999
515.066,515.148
515.362,515.442
515.502,515.58
515.586,515.625
515.664,515.752
515.859,515.974
516.057,516.142
516.204,516.272
516.342,516.401
516.477,516.553
516.624,516.7
516.777,516.853
516.923,516.993
517.068,517.141
517.208,517.284
517.35,517.421
517.487,517.557
517.639,517.702
517.761,517.822
517.888,517.963
518.011,518.086
518.152,518.211
518.433,518.493
518.551,518.624
518.686,518.755
518.831,518.901
518.972,519.038
519.133,519.172
519.77,519.865
519.909,519.983
520.076,520.14
520.204,520.271
520.34,520.407
520.48,520.544
520.611,520.677
520.751,520.812
520.886,520.948
521.015,521.08
521.155,521.219
521.3,521.368
521.476,521.534
521.619,521.686
521.752,521.817
521.885,521.951
522.019,522.089
522.16,522.223
522.32,522.371
522.44,522.501
522.571,522.637
522.712,522.776
522.845,522.91
522.982,523.045
523.119,523.183
523.253,523.314
523.391,523.445
523.672,523.734
523.803,523.871
523.939,524.008
524.079,524.145
524.219,524.288
524.359,524.424
524.493,524.566
524.638,524.707
524.785,524.856
524.925,524.989
525.064,525.126
525.197,525.273
525.339,525.41
525.483,525.529
562.094,562.171
562.2,562.273
562.323,562.394
562.451,562.519
562.576,562.637
562.698,562.765
562.821,562.882
562.94,562.994
563.057,563.108
563.172,563.229
563.292,563.345
563.411,563.467
563.533,563.594
563.661,563.72
587.195,587.239
587.297,587.363
587.419,587.482
587.549,587.619
587.679,587.769
587.832,587.912
587.969,588.064
588.113,588.173
588.231,588.285
588.344,588.396
588.459,588.513
588.576,588.629
588.693,588.745
588.808,588.865
588.931,588.99
589.057,589.124
589.188,589.257
589.313,589.382
589.445,589.529
589.602,589.689
